id;brand;nome;nome_normalizzato;ean;codice_prodotto;prezzo_unitario
1;reckitt;INAC AER RECKITT AIR WICK PURE COMPL SPRING DELIGHT 250 1 AER (1);;5011417567197;;
2;reckitt;INAC AER RECKITT AIR WICK PURE COMPL SPRING DELIGHT 250 1 AER (2);;5900627066319;;
3;reckitt;INAC AUTSPRAY RECKITT AIR WICK FRESH MATIC REF FRESIA BIANCA & GELSOMINO 070.0 2 AER (1);;8002910029777;;
4;reckitt;INAC AUTSPRAY RECKITT AIR WICK FRESH MATIC REF FRESIA BIANCA & GELSOMINO 070.0 2 AER (2);;8002910061357;;
5;reckitt;INAC AUTSPRAY RECKITT AIR WICK FRESH MATIC REF LAVANDA IN FIORE 070.0 1 AER (1);;5201347489830;;
6;reckitt;INAC AUTSPRAY RECKITT AIR WICK FRESH MATIC REF LAVANDA IN FIORE 070.0 1 AER (2);;8002910029890;;
7;reckitt;INAC AER RECKITT AIR WICK PURE COMPL FIORI DI COTONE 250 1 AER;;62338967189;;
8;reckitt;BURN CANDELE RECKITT AIR WICK MAGIC LIGHTS COMPL FRESH BLUE 1;;3059943005549;;
9;reckitt;INAC AUTSPRAY RECKITT AIR WICK FRESH MATIC MAX REF FRESIA E GELSOMINO 060.0 1 AER;;3059943009042;;
10;reckitt;INAC AUTSPRAY RECKITT AIR WICK FRESH MATIC MAX REF AGRUMI 060.0 1 AER;;3059943009066;;
11;reckitt;INAC AUTSPRAY RECKITT AIR WICK FRESH MATIC MAX REF LAVANDA 060.0 1 AER;;3059943009080;;
12;reckitt;INAC AUTSPRAY RECKITT AIR WICK FRESH MATIC MAX REF BREZZA DEL MATTINO 250.0 1 FACE14 AER;;3059943010406;;
13;reckitt;INAC AUTSPRAY RECKITT AIR WICK FRESH MATIC MAX REF AGRUMI 060.0 1 FACE09 AER;;3059943010758;;
14;reckitt;INAC AUTSPRAY RECKITT AIR WICK FRESH MATIC MAX REF COLOURS FIORI ROSA DI ESTIVO 250.0 1 AER;;3059943011724;;
15;reckitt;ELECT PLUGIN RECKITT AIR WICK SYMPHONIA REF VANIGLIA E ORCHIDEA/TALCO 010.0 2 LIQ;;3059943012585;;
16;reckitt;ELECT PLUGIN RECKITT AIR WICK SYMPHONIA REF LAVANDA E CAMOMILLA/LAVANDA BIANCA 010.0 2 LIQ;;3059943012622;;
17;reckitt;ELECT PLUGIN RECKITT AIR WICK SYMPHONIA COMPL VANIGLIA E ORCHIDEA/TALCO 010 1 AB.ELE+DEO LIQ;;3059943012844;;
18;reckitt;INAC IAOTHR RECKITT AIR WICK AQUA MIST COMPL FRESH WATERS 345 1 LIQ;;3059943015050;;
