id;brand;nome;nome_normalizzato;ean;codice_prodotto;prezzo_unitario;nome_normalizzato_gs1;note
1;Bayer;SUPRADYN ENERGY 70 CARAMELLE;Supradyn Energy Integratore Alimentare 70 Caramelle Gommose;8000560990133;;;;Prodotto non trovato su GS1
2;Bayer;SUPRADYN RICARICA 15 CPR EFF;Supradyn Ricarica Integratore Alimentare 15 Compresse Effervescenti;8000560990324;;;;Prodotto non trovato su GS1
3;Bayer;SUPRADYN RICARICA 30 CPR EFF;Supradyn Ricarica Integratore Alimentare 30 Compresse Effervescenti;8000560990331;;;;Prodotto non trovato su GS1
4;Bayer;SUPRADYN RICARICA 35 CPR EFF;Supradyn Ricarica Integratore Alimentare 35 Compresse Effervescenti;8000560990348;;;;Prodotto non trovato su GS1
5;Bayer;SUPRADYN RICARICA 60 CPR EFF;Supradyn Ricarica Integratore Alimentare 60 Compresse Effervescenti;8000560990355;;;;Prodotto non trovato su GS1
6;Bayer;SUPRADYN RICARICA 50+ 15 CPR EFF;Supradyn Ricarica 50+ Integratore Alimentare 15 Compresse Effervescenti;8000560990386;;;;Prodotto non trovato su GS1
7;Bayer;SUPRADYN RICARICA 50+ 30 CPR EFF;Supradyn Ricarica 50+ Integratore Alimentare 30 Compresse Effervescenti;8000560990393;;;;Prodotto non trovato su GS1
8;Bayer;SUPRADYN RICARICA 50+ 90 COMPRESSE RIVESTITE;Supradyn Ricarica 50+ Integratore Alimentare 90 Compresse Rivestite;8000560990768;;;;Prodotto non trovato su GS1
9;Bayer;SUPRADYN RICARICA NO STRESS 20 SACHETS;Supradyn Ricarica No Stress Integratore Alimentare 20 Bustine;8000560991000;;;;Prodotto non trovato su GS1
10;Bayer;SUPRADYN RICARICA PRO B12;Supradyn Ricarica Pro B12 Integratore Alimentare 10 Flaconcini;8000560991031;;;;Prodotto non trovato su GS1
