id;brand;nome;nome_normalizzato;ean;codice_prodotto;prezzo_unitario
35;Fater;ACE CAND. GENT. PROF. 4x3,1 L/IT;Ace Candeggina Gentile Lavanda e Muschio Bianco 3,1 L;8001480719194;;
36;Fater;ACE CAND. GENT. PROF. 4x4 L/IT;Ace Candeggina Gentile Lavanda e Muschio Bianco Candeggina per Colorati 4 L;8001480723047;;
34;Fater;ACE CAND. GENT. PROF. 6x2,3 L/IT;Ace Candeggina Gentile Lavanda e Muschio Bianco 2,3 L;8001480719132;;
33;Fater;ACE CAND. GENT. PROF. 8x0,95 L/IT;Ace Candeggina Gentile Lavanda e Muschio Bianco 0,95 L;8001480719118;;
41;Fater;ACE CAND. GENT. PROF. BIP 2 (2x3,1 L)/IT;Ace Candeggina Gentile Lavanda e Muschio Bianco 2 x 3,1 L;8001480719217;;
38;Fater;ACE CAND. GENT. PROF. BIP 3 (2x2,3 L)/IT;Ace Candeggina Gentile Lavanda e Muschio Bianco 2 x 2,3 L;8001480719163;;
30;Fater;ACE CAND. GENT. REG. 4x3,1 L/IT;Ace Candeggina Gentile Fresco Profumo 3,1 L;8001480719170;;
32;Fater;ACE CAND. GENT. REG. 4x4 L/IT;Ace Candeggina Gentile Fresco Profumo 4 L;8001480723030;;
29;Fater;ACE CAND. GENT. REG. 6x2,3 L/IT;Ace Candeggina Gentile Fresco Profumo 2,3 L;8001480719125;;
27;Fater;ACE CAND. GENT. REG. 8x0,95 L/IT;Ace Candeggina Gentile Fresco Profumo 0,95 L;8001480719101;;
28;Fater;ACE CAND. GENT. REG. 8x0,95 L/IT_(5S);Ace Candeggina Gentile Fresco Profumo 0,95 L;8001480719101;;
40;Fater;ACE CAND. GENT. REG. BIP 2 (2x3,1 L)/IT;Ace Candeggina Gentile Fresco Profumo 2 x 3,1 L;8001480719200;;
37;Fater;ACE CAND. GENT. REG. BIP 3 (2x2,3 L)/IT;Ace Candeggina Gentile Fresco Profumo 2 x 2,3 L;8001480719149;;
31;Fater;ACE CAND. GENT. REG. V-CS 4x3,1 L/IT;Ace Candeggina Gentile Fresco Profumo 3,1 L;8001480719170;;
43;Fater;ACE CAND. PIU SPRAY FR. PROF 800ML/IT;Ace Candeggina Più +Mousse Fresco profumo 800 ml;8001480709294;;
42;Fater;ACE CAND. PIU SPRAY FR. PROF. 700ML/IT;Ace Candeggina Più +Mousse Fresco profumo 700 ml;8001480709300;;
47;Fater;ACE CAND. PIU SPRAY RICARICA 700ML/IT;;8001480709270;;
48;Fater;ACE CAND. PIU SPRAY RICARICA 800ML/IT;;8001480709287;;
39;Fater;ACE CAND.GENT.REG.BP 3(2x2,3L)/IT Colore;Ace Gentile Fresco Profumo 2 x 2,3 L;8001480719149;;
44;Fater;ACE CANDEGGINA PIU SPRAY 700ML/IT;Ace Candeggina Più +Mousse 700 ml;8001480709249;;
46;Fater;ACE CANDEGGINA PIU SPRAY SRP 800ML/IT;Ace Candeggina Più +Mousse 800 ml;8001480709256;;
45;Fater;ACE CANDEGGINA PIU' SPRAY 800ML/IT;Ace Candeggina Più +Mousse 800 ml;8001480709256;;
15;Fater;ACE HYPO CAND PIU DEN SQUE. FR.PR 1L/IT;Ace Candeggina Più +Densa Fresco profumo 1 L;8001480709089;;
23;Fater;ACE HYPO CAND PIU DENSO ARM 4L/IT ANT;Ace Candeggina Più Armonie floreali 4 L;8001480718739;;
22;Fater;ACE HYPO CAND PIU DENSO F PROF 4L/IT ANT;Ace Candeggina Più Fresco profumo 4 L;8001480718722;;
17;Fater;ACE HYPO CAND PIU DENSO F.PROF 6X2,5L/IT;Ace Candeggina Più +Denso Fresco profumo 2,5 L;8001480709102;;
10;Fater;ACE HYPO CAND. CLASSICA 10 L/IT;Ace Candeggina Classica 2 x 5 L;8001480719385;;
1;Fater;ACE HYPO CAND. CLASSICA 18X1L/IT;Ace Candeggina Classica Casa & Bucato 1 L;8001480719309;;
8;Fater;ACE HYPO CAND. CLASSICA 2X5L/IT;Ace Candeggina Classica 5 L;8001480719347;;
5;Fater;ACE HYPO CAND. CLASSICA 4X3+1LT /IT;Ace Candeggina Classica 4 L;8001480722705;;
6;Fater;ACE HYPO CAND. CLASSICA 4X4L/IT;Ace Candeggina Classica Casa & Bucato 4 L;8001480719361;;
9;Fater;ACE HYPO CAND. CLASSICA 6 L/IT;Ace Candeggina Classica 2 x 3 L;8001480719439;;
2;Fater;ACE HYPO CAND. CLASSICA 6X2,5L/IT;Ace Candeggina Classica Casa & Bucato 2,5 L;8001480719330;;
11;Fater;ACE HYPO CAND. CLASSICA 6X2.5L+0,5L/IT;Ace Candeggina Classica Casa & Bucato 3 L;8001480719415;;
4;Fater;ACE HYPO CAND. CLASSICA 6X3L/IT;Ace Candeggina Classica Casa & Bucato 3 L;8001480719408;;
7;Fater;ACE HYPO CAND. CLASSICA V-CS 4X4L/IT;Ace Candeggina Classica Casa & Bucato 4 L;8001480719361;;
3;Fater;ACE HYPO CAND. CLASSICA V-CS 6X2.5L/IT;Ace Candeggina Classica Casa & Bucato 2,5 L;8001480719330;;
26;Fater;ACE HYPO CAND. IGIENE PROFUM 4x4L/IT;;8001480719460;;
24;Fater;ACE HYPO CAND. PIU DEN FR.PR 6x2+0,5L/IT;;8001480709096;;
19;Fater;ACE HYPO CAND. PIU DEN FR.PROF. 3L/IT;Ace Candeggina Più +Denso Fresco profumo 3 L;8001480709119;;
21;Fater;ACE HYPO CAND. PIU DENSO ARM. 6x3L/IT;Ace Candeggina Più +Denso Armonie floreali 3 L;8001480711051;;
16;Fater;ACE HYPO CAND. PIU DENSO SQUE. ARM1L/IT;Ace Candeggina Più +Densa Armonie floreali 1 L;8001480709126;;
20;Fater;ACE HYPO CAND. PIU SRP DEN. FR.PROF. 3L;Ace Candeggina Più +Denso Fresco profumo 3 L;8001480709119;;
12;Fater;ACE HYPO CAND. PROFUM 18X1L/IT;Ace Candeggina Profumata Casa & Bucato 1 L;8001480719316;;
14;Fater;ACE HYPO CAND. PROFUM 4X3.8L/IT;Ace Candeggina Profumata Casa & Bucato 3,8 L;8001480719378;;
13;Fater;ACE HYPO CAND. PROFUM 6X3L/IT;Ace Candeggina Profumata Casa & Bucato 3 L;8001480719422;;
18;Fater;ACE HYPO CANDEG. PIU DENSO ARM. 2,5L/IT;Ace Candeggina Più +Denso Armonie floreali 2,5 L;8001480709133;;
25;Fater;ACE HYPO CANDPIU DENSO ARM 2+0,5L/IT;;8001480709072;;
58;Fater;ACE SPRAY CAND + RICARICA 10X690 ML/IT;;8001480723702;;
61;Fater;ACE SPRAY CAND+ (SP+RIC) 5X690ML/IT;;8001480723740;;
57;Fater;ACE SPRAY CAND+ 10X690ML/IT;;8001480723696;;
59;Fater;ACE SPRAY CAND+ FR PR 10X690ML/IT;;8001480723719;;
60;Fater;ACE SPRAY CAND+ FR. PR(SP+RIC)5X690ML/IT;;8001480723733;;
51;Fater;ACE SPRAY CAND+ FR.P BIP5(SP+RIC700ml)IT;;8001480709324;;
52;Fater;ACE SPRAY CAND+ FR.P BIP5(SP+RIC800ml)IT;;8001480709317;;
49;Fater;ACE SPRAY CAND+BIP5X(SPR+RIC700ml)/IT;;8001480709225;;
