id;brand;nome;nome_normalizzato;ean;codice_prodotto;prezzo_unitario
1;Glaxo;ELMX TP ANTICAR 1X12X075MLS CH/AT/IT;Elmex Dentifricio Protezione Carie 75 ml;7610108024513;;
2;Glaxo;TP ELMX CARIE 75ML X3;Elmex Dentifricio Protezione Carie 3 x 75 ml;8718951517479;;
3;Glaxo;ELMX TP SENSIVE 1x12x075MLL IT/ES/PT SRP;Elmex Sensitive Professional Dentifricio 75 ml;8718951280700;;
4;Glaxo;DENT ELMX PROT CAR MENTA FRESCA 75ML SRP;Elmex Dentifricio Protezione Carie Menta Fresca 75 ml;8718951546851;;
5;Glaxo;DENT ELMX PROT CAR White 75ML FR/BE/IT S;Elmex Dentifricio Protezione Carie Whitening 75 ml;8718951544536;;
6;Glaxo;DENT ELMX SENS White 75ml;Elmex Sensitive Whitening Dentifricio 75 ml;8718951545724;;
7;Glaxo;ELMX TP SENSIVE 1x12x075ML IT SRP;Elmex Sensitive Dentifricio 75 ml;8718951554948;;
8;Glaxo;ELMX TP ANTICAR 1x12x075MLL IT SRP;Elmex Dentifricio Protezione Carie 75 ml;8718951545632;;
9;Glaxo;ELMX TP CCANTICAR 1x12x075MLL IT SRP;Elmex Dentifricio Protezione Carie 75 ml;8718951635494;;
10;Glaxo;ELMX TP ANTICAR 2x6X075MLL I;Elmex Dentifricio Protezione Carie Bipacco 2 x 75 ml;8718951573840;;
11;Glaxo;ELMX TP SENSPRP 2x075MLL AMZ;Elmex Sensitive Professional Dentifricio Bipacco 2 x 75 ml;8718951556065;;
12;Glaxo;TP ELMX CARIE BIPACK 75ML x2;Elmex Dentifricio Protezione Carie Bipacco 2 x 75 ml;8718951596122;;
13;Glaxo;TP ELMX SENS BIPACK 75ML x2;Elmex Sensitive Dentifricio Bipacco 2 x 75 ml;8718951596405;;
14;Glaxo;ELMX TP CARIEPROF 1X12X075MLL IT/SP/PT;Elmex Professional Protezione Carie Dentifricio 75 ml;8718951041325;;
15;Glaxo;ELMX TP JUNIOR 4x75MLL AMZ;Elmex Junior Dentifricio 6-12 anni 4 x 75 ml;8718951557055;;
16;Glaxo;ELMX TP JUNIOR 8x4x75MLL AMZ;Elmex Junior Dentifricio 6-12 anni 8 x 75 ml;8718951655522;;
17;Glaxo;DENT ELMX PROT CAR 100ML ITA;Elmex Dentifricio Protezione Carie 100 ml;8718951196445;;
18;Glaxo;ELMX TP SENSIVE 1x12x100MLL FR/IT;Elmex Sensitive Dentifricio 100 ml;8718951555037;;
19;Glaxo;ELMX TP ANTICAR 1x12x100MLL IT;Elmex Dentifricio Protezione Carie 100 ml;8718951555068;;
20;Glaxo;DENT ELMX PULIZIA INTENSIVA 50ML;Elmex Dentifricio Pulizia Intensiva 50 ml;7610108054237;;
21;Glaxo;TP ELMX ANTICAR BIPACKS 100ml x 2;Elmex Dentifricio Protezione Carie Bipack 2 x 100 ml;8718951591387;;
22;Glaxo;TP ELMX SENSIVE BIPACKS 100ml x 2;Elmex Dentifricio Sensitive Bipack 2 x 100 ml;8718951591318;;
23;Glaxo;ELMX TP ANTICAR 4x3x075MLL AMZ;Elmex Dentifricio Protezione Carie Confezione da 12 x 75 ml;8718951655423;;
24;Glaxo;ELMX TP SENSIVE 8x4x75MLL AMZ;Elmex Dentifricio Sensitive Confezione da 32 x 75 ml;8718951655478;;
25;Glaxo;COLL ELMX SENSITIVE 400ML 2020;Elmex Collutorio Sensitive 400 ml;8718951021464;;
26;Glaxo;COLL ELMX PROT CAR 400ML 2020;Elmex Collutorio Protezione Carie 400 ml;8718951020146;;
27;Glaxo;ELMX MR OPTISMALTO 1X12x400MLL IT;Elmex Collutorio Protezione Smalto Confezione da 12 x 400 ml;8718951032996;;
28;Glaxo;ELMX MR SENSIVE 2x400ML AMZ;Elmex Collutorio Sensitive Bipack 2 x 400 ml;8718951556096;;
29;Glaxo;ELMX SENS MW 400ML X2 PCY;Elmex Collutorio Sensitive Bipack 2 x 400 ml;8718951591110;;
30;Glaxo;ELMEX MW SENSPRO 1x06x400MLB;Elmex Collutorio Sensitive Professional Confezione da 6 x 400 ml;7610108058884;;
31;Glaxo;ELMX MR ANTICAR 2x400ML AMZ;Elmex Collutorio Protezione Carie Bipack 2 x 400 ml;8718951653252;;
