id;brand;nome;nome_normalizzato;ean;codice_prodotto;prezzo_unitario;nome_normalizzato_gs1;note
1;Reckitt;finish - ULTIMATE PLUS 14 LIMONE;Finish Ultimate Plus Detersivo Lavastoviglie Limone, 14 Capsule;8002910063481;;;Finish Ultimate Plus Limone pastiglie lavastoviglie 14 lavaggi 170,8 g;Prodotto trovato su GS1
2;Reckitt;finish - ULTIMATE PLUS 22 LIMONE;Finish Ultimate Plus Detersivo Lavastoviglie Limone, 22 Capsule;8002910063467;;;Finish Ultimate Plus Limone pastiglie lavastoviglie 22 lavaggi 268,4 g;Prodotto trovato su GS1
3;Reckitt;finish - ULTIMATE PLUS 22 REGULAR;Finish Ultimate Plus Detersivo Lavastoviglie Regular, 22 Capsule;8002910063443;;;Finish Ultimate Plus Fresh pastiglie lavastoviglie 22 lavaggi 268,4 g;Prodotto trovato su GS1
4;Reckitt;finish - ULTIMATE PLUS 31 LIMONE;Finish Ultimate Plus Detersivo Lavastoviglie Limone, 31 Capsule;8002910063429;;;Finish Ultimate Plus Limone pastiglie lavastoviglie 31 lavaggi 378,2 g;Prodotto trovato su GS1
5;Reckitt;finish - ULTIMATE PLUS 48 LIMONE;Finish Ultimate Plus Detersivo Lavastoviglie Limone, 48 Capsule;8002910063382;;;Finish Ultimate Plus Limone pastiglie lavastoviglie 48 lavaggi 585,6 g;Prodotto trovato su GS1
6;Reckitt;finish - ULTIMATE PLUS 48 REGULAR;Finish Ultimate Plus Detersivo Lavastoviglie Regular, 48 Capsule;8002910063344;;;Finish Ultimate Plus Fresh pastiglie lavastoviglie 48 lavaggi 585,6 g;Prodotto trovato su GS1
7;Reckitt;finish - ULTIMATE PLUS 62 LIMONE;Finish Ultimate Plus Detersivo Lavastoviglie Limone, 62 Capsule;8002910067045;;;Finish Ultimate Plus Limone pastiglie lavastoviglie 62 lavaggi 756,4 g;Prodotto trovato su GS1
8;Reckitt;finish - ULTIMATE PLUS 62 REGULAR;Finish Ultimate Plus Detersivo Lavastoviglie Regular, 62 Capsule;8002910067083;;;Finish Ultimate Plus Fresh pastiglie lavastoviglie 62 lavaggi 756,4 g;Prodotto trovato su GS1
9;Reckitt;finish - ULTIMATE PLUS 56 LIMONE;Finish Ultimate Plus Detersivo Lavastoviglie Limone, 56 Capsule;8002910063368;;;Finish Ultimate Plus All In One Lemon pastiglie lavastoviglie 56 lavaggi 683,2 g;Prodotto trovato su GS1
10;Reckitt;finish - ULTIMATE INFINITY SHINE PLUS 73 REGULAR;Finish Ultimate Plus Infinity Shine Detersivo Lavastoviglie Regular, 73 Capsule;4251758419583;;;;Prodotto non trovato su GS1
11;Reckitt;finish - ULTIMATE INFINITY SHINE PLUS 73X2 REGULAR;Finish Ultimate Plus Infinity Shine Detersivo Lavastoviglie Regular, 146 Capsule (2x73);4251758426512;;;;Prodotto non trovato su GS1
12;Reckitt;finish - ULTIMATE INFINITY SHINE PLUS 105 LEMON;Finish Ultimate Plus Infinity Shine Detersivo Lavastoviglie Limone, 105 Capsule;5059001016492;;;;Prodotto non trovato su GS1
13;Reckitt;finish - ULTIMATE PLUS 14X7 LIMONE;Finish Ultimate Plus Detersivo Lavastoviglie Limone, 98 Capsule (7x14);8002910067854;;;Finish Ultimate Plus Limone pastiglie lavastoviglie 98 lavaggi 1195,6 g;Prodotto trovato su GS1
14;Reckitt;finish - FINISH DEODORANTE PROFUMO DI FRESCO;Finish Deodorante per Lavastoviglie Profumo di Fresco, 1 Pezzo;8410104437268;;;Finish Deodorante Profumo di Fresco deodorante lavastoviglie 4 ml;Prodotto trovato su GS1
15;Reckitt;finish - FINISH DEODORANTE LIMONE E LIME;Finish Deodorante per Lavastoviglie Limone e Lime, 1 Pezzo;8002910004798;;;Finish Deodorante Limone e Lime deodorante lavastoviglie 4 ml;Prodotto trovato su GS1
16;Reckitt;finish - FINISH DEODORANTE LIMONE E LIME X 2;Finish Deodorante per Lavastoviglie Limone e Lime, 2 Pezzi;8002910038960;;;Finish Deodorante Limone e Lime deodorante lavastoviglie 2 x 4 ml;Prodotto trovato su GS1
17;Reckitt;finish - FINISH BRILLASCIUGA LEMON 250 ML;Finish Brillantante Limone, 250 ml;8002910006716;;;Finish Brillasciuga Lemon brillantante lavastoviglie 250 ml;Prodotto trovato su GS1
18;Reckitt;finish - FINISH BRILLASCIUGA REGULAR 250 ML;Finish Brillantante Regular, 250 ml;8000580204869;;;Finish Brillasciuga Regular brillantante lavastoviglie 250 ml;Prodotto trovato su GS1
19;Reckitt;finish - FINISH BRILLASCIUGA REGULAR 500 ML;Finish Brillantante Regular, 500 ml;8000580204906;;;Finish Brillasciuga brillantante lavastoviglie Regular 500 ml;Prodotto trovato su GS1
20;Reckitt;finish - FINISH BRILLASCIUGA SL REGULAR 250 ML;Finish Brillantante Regular, 250 ml;8002910039189;;;Finish Brillasciuga Regular brillantante lavastoviglie 250 ml;Prodotto trovato su GS1
21;Reckitt;finish - FINISH BRILLASCIUGA SL LEMON 250 ML;Finish Brillantante Limone, 250 ml;8002910039165;;;Finish Brillasciuga Lemon brillantante lavastoviglie 250 ml;Prodotto trovato su GS1
22;Reckitt;finish - FINISH 0% BRILLASCIUGA 250 ML;Finish Brillantante 0%, 250 ml;8002910052959;;;Finish Brillasciuga 0% brillantante lavastoviglie 250 ml;Prodotto trovato su GS1
23;Reckitt;finish - FINISH CURALAVASTOVIGLIE REGULAR 250 ml;Finish Curalavastoviglie Regular, 250 ml;8002910024925;;;Finish Curalavastoviglie regular 250 ml;Prodotto trovato su GS1
24;Reckitt;finish - FINISH CURALAVASTOVIGLIE SL LEMON 250 ml;Finish Curalavastoviglie Limone, 250 ml;8002910039127;;;Finish Curalavastoviglie cura lavastoviglie Limone 250 ml;Prodotto trovato su GS1
25;Reckitt;finish - FINISH CURALAVASTOVIGLIE SL REGULAR 250 ml;Finish Curalavastoviglie Regular, 250 ml;8002910039141;;;Finish Curalavastoviglie cura lavastoviglie Regular 250 ml;Prodotto trovato su GS1
26;Reckitt;finish - FINISH CICLO PIENO;Finish Curalavastoviglie a Ciclo Pieno, 3 Pastiglie;8002910047511;;;Finish Curalavastoviglie Ciclo Pieno cura lavastoviglie 3 x 17 g;Prodotto trovato su GS1
27;Reckitt;finish - FINISH BRILLASCIUGA LEMON 500 MLX2;Finish Brillantante Limone, 2 x 500 ml;8002910051341;;;;Prodotto non trovato su GS1
28;Reckitt;finish - FINISH BRILLASCIUGA LEMON 500 ML (1);Finish Brillantante Limone, 500 ml;8000580205903;;;Finish Brillasciuga Lemon brillantante lavastoviglie 500 ml;Prodotto trovato su GS1
29;Reckitt;finish - FINISH CURALAVASTOVIGLIE LEMON 250 ml x 2;Finish Curalavastoviglie Limone, 2 x 250 ml;8002910042370;;;Finish Curalavastoviglie Lemon 2 x 250 ml;Prodotto trovato su GS1
30;Reckitt;finish - FINISH CURALAVASTOVIGLIE LEMON 250 ml (1);Finish Curalavastoviglie Limone, 250 ml;8002910024949;;;Finish Curalavastoviglie Lemon 250 ml;Prodotto trovato su GS1
