id;brand;nome;nome_normalizzato;ean;codice_prodotto;prezzo_unitario
1;P&G;iO2 Series Night Black + Travel Case;Oral-B iO Series 2 Spazzolino Elettrico, 1 Manico Night Black, 1 Testina, 1 Custodia da Viaggio;8700216612159;;
2;P&G;iO2 Series Forest Green + Travel Case;Oral-B iO Series 2 Spazzolino Elettrico, 1 Manico Forest Green, 1 Testina, 1 Custodia da Viaggio;8700216612258;;
3;P&G;iO2 Series Calm Rose + Travel Case;Oral-B iO Series 2 Spazzolino Elettrico, 1 Manico Calm Rose, 1 Testina, 1 Custodia da Viaggio;8700216612210;;
4;P&G;iO2 Series Black - NO Travel Case;Oral-B iO Series 2 Spazzolino Elettrico, 1 Manico Black, 1 Testina;8700216612272;;
5;P&G;iO2 Series Green - NO Travel Case;Oral-B iO Series 2 Spazzolino Elettrico, 1 Manico Green, 1 Testina;8700216612364;;
6;P&G;iO2 Cortina + TC + 3 refill;Oral-B iO Series 2 Spazzolino Elettrico Special Edition, 1 Manico Light Blue, 3 Testine, 1 Custodia da Viaggio;8006530068420;;
7;P&G;IO2 DUO Black Green;Oral-B iO Series 2 Spazzolini Elettrici, Confezione Doppia, 1 Manico Black, 1 Manico Green, 2 Testine;8700216612418;;
8;P&G;OB POW IO3s PINK X1PZ;Oral-B iO Series 3 Spazzolino Elettrico, 1 Manico Rose, 1 Testina;8006540730843;;
9;P&G;OB POW IO3s LIGHTBLUE X1PZ;Oral-B iO Series 3 Spazzolino Elettrico, 1 Manico Light Blue, 1 Testina;8006540730935;;
10;P&G;OB POW IO3s BK +TC X1PZ;Oral-B iO Series 3 Spazzolino Elettrico, 1 Manico Black, 1 Testina, 1 Custodia da Viaggio;8006540731536;;
11;P&G;iO3 STRIPPED;Oral-B iO Series 3 Spazzolino Elettrico, 1 Manico Black, 1 Testina;8700216537261;;
12;P&G;iO5 S Black;Oral-B iO Series 5 Spazzolino Elettrico, 1 Manico Black, 1 Testina, 1 Custodia da Viaggio;4210201414964;;
13;P&G;iO5 S White;Oral-B iO Series 5 Spazzolino Elettrico, 1 Manico White, 1 Testina, 1 Custodia da Viaggio;4210201414926;;
14;P&G;iO5 S Green;Oral-B iO Series 5 Spazzolino Elettrico, 1 Manico Green, 1 Testina, 1 Custodia da Viaggio;8700216840514;;
15;P&G;iO6s Black;Oral-B iO Series 6 Spazzolino Elettrico, 1 Manico Black, 1 Testina, 1 Custodia da Viaggio;4210201409137;;
16;P&G;iO6s Grey;Oral-B iO Series 6 Spazzolino Elettrico, 1 Manico Grey, 1 Testina, 1 Custodia da Viaggio;4210201427360;;
17;P&G;iO6s Rose;Oral-B iO Series 6 Spazzolino Elettrico, 1 Manico Rose, 1 Testina, 1 Custodia da Viaggio;4210201427384;;
18;P&G;iO6s White;Oral-B iO Series 6 Spazzolino Elettrico, 1 Manico White, 1 Testina, 1 Custodia da Viaggio;4210201427407;;
19;P&G;iO6 Duopack Black + Rose;Oral-B iO Series 6 Spazzolini Elettrici, Confezione Doppia, 1 Manico Black, 1 Manico Rose, 2 Testine, 1 Custodia da Viaggio;4210201448877;;
20;P&G;iO9s Black;Oral-B iO Series 9 Spazzolino Elettrico, 1 Manico Onyx Black, 1 Testina, Custodia da Viaggio con Ricarica Power2Go;4210201408864;;
21;P&G;iO9S Black + TC Special Edition;Oral-B iO Series 9 Spazzolino Elettrico Special Edition, 1 Manico Black, 1 Testina, Custodia da Viaggio con Ricarica;8700216840620;;
22;P&G;iO9s White;Oral-B iO Series 9 Spazzolino Elettrico, 1 Manico White Alabaster, 1 Testina, Custodia da Viaggio con Ricarica Power2Go;4210201408840;;
23;P&G;iO9S Light Blue;Oral-B iO Series 9 Spazzolino Elettrico, 1 Manico Light Blue, 1 Testina, Custodia da Viaggio con Ricarica Power2Go;8700216840644;;
24;P&G;iO9s Rosequarz;Oral-B iO Series 9 Spazzolino Elettrico, 1 Manico Rose Quartz, 1 Testina, Custodia da Viaggio con Ricarica Power2Go;4210201408888;;
25;P&G;iO10M White;Oral-B iO Series 10 Spazzolino Elettrico con Caricatore Intelligente iO Sense, 1 Manico Cosmic White, 1 Testina, Custodia da Viaggio con Ricarica;4210201435624;;
26;P&G;iO10 Black;Oral-B iO Series 10 Spazzolino Elettrico con Caricatore Intelligente iO Sense, 1 Manico Stardust Black, 1 Testina, Custodia da Viaggio con Ricarica;4210201435648;;
