id;brand;nome;nome_normalizzato;ean;codice_prodotto;prezzo_unitario
1;unilever;Dove Doccia Nutrimento Intenso 225ml;;8720181457470;;
2;unilever;Dove Doccia Dolce Nutrimento 225ml;;8720181460043;;
3;unilever;Dove Doccia Illuminante 225ml;;8720181479762;;
4;unilever;Dove Doccia Fresca Idratazione 225ml;;8720181462986;;
5;unilever;Dove Doccia Rilassante 225ml;;8720181462917;;
6;unilever;Dove Doccia Dermo-Ipoallergenico 225ml;;8720181465864;;
7;unilever;Dove Doccia Rivitalizzante 225ml;;8720181460104;;
8;unilever;Dove Doccia Rimpolpante 225ml;;8720181608285;;
9;unilever;Dove Doccia Scrub Delicato 225ml;;8720181462931;;
10;unilever;Dove Men Care Cool Fresh 250ml;;8710908317361;;
11;unilever;Dove Men Care Sports Active 3in1 250ml;;8710522394823;;
12;unilever;Dove Men Care Extra Fresh 250ml;;8720181313431;;
13;unilever;Dove Men+Care Cool Fresh 400ml;;8710908317828;;
14;unilever;Dove Men+Care Clean Confort 400ml;;8720181313448;;
15;unilever;Dove Men+Care Sports Active 400ml;;8717163634615;;
16;unilever;Dove Men+Care Endurance 400ml;;8720181049552;;
